x1,x2,x3,x4,x5,x6,x7,z
0.303765901324936,0.466666666666667,-0.672080649677961,-0.533464015681882,0.138616633996079,0.600072008641037,0.595238095238095,0.619216333095626
0.310780531424838,0.331081081081081,-0.97,-0.47,0.5,1.48,1.03061224489796,0.488214059974542
0.310780531424838,0.331081081081081,-0.1,-0.09,0.01,1.48,1.03061224489796,0.878443644035394
0.310780531424838,0.331081081081081,-0.27,-0.26,0.01,1.48,1.03061224489796,0.331980966911681
0.275114044787009,0.378531073446328,-0.645833333333333,-0.183333333333333,0.4625,0.7375,1.40298507462687,0.259057924599257
0.449391466091054,0.48780487804878,-0.391666666666667,-0.0833333333333334,0.308333333333333,0.5125,1.83333333333333,0.409634745989158
0.445586185296255,0.7,-0.685,-0.235,0.45,1,0.214285714285714,0.609599691306896
0.445586185296255,0.7,-0.95,-0.5,0.45,1,0.214285714285714,0.748631873889885
0.445586185296255,0.55,-0.85,-0.25,0.6,1,0.409090909090909,0.421991342105667
0.445586185296255,0.55,-1.1,-0.5,0.6,1,0.409090909090909,0.704012094029992
0.445586185296255,0.4,-0.96,-0.56,0.4,1,0.75,0.712717172688997
0.310780531424838,0.331081081081081,-0.75,-0.5,0.25,1.48,1.02040816326531,0.440516996831304
0.272454553661408,0.5,-1.09615384615385,-0.326923076923077,0.769230769230769,2.30769230769231,0.5,0.156289961131994
0.272454553661408,0.5,-0.912442396313364,-0.175115207373272,0.737327188940092,2.21198156682028,0.5,0.30643109661881
0.260221550531588,0.526315789473684,-0.727272727272727,-0.637066681088097,0.0902060461846303,0.575757575757576,0.4,0.939175370229639
0.352657710763553,0.25,-0.12,-0.0509478672985782,0.0690521327014218,0.2,0,0.804007821758557

