x1,x2,x3,x4,x5,x6,x7,z
-0.432867645650012,-1.30102999566398,0.466348801567486,0.414973347970818,-0.650726048734641,-0.204089822269656,-1.30102999566398,-0.0947133901228594
-0.432867645650012,-1.30102999566398,0.477322029871896,0.414973347970818,-0.827943859956403,-0.19807641798532,-1.30102999566398,-0.0429536821761439
-0.432867645650012,-1.30102999566398,0.475190193185188,0.414973347970818,-0.786988050215357,-0.221837168275754,-1.30102999566398,-0.0747423364289787
-0.432867645650012,-1.30102999566398,0.470076977956234,0.414973347970818,-0.702748184363548,-0.236061168828257,-1.30102999566398,-0.241384784447562
-0.451284030047251,-1.30102999566398,0.464414667613971,0.414973347970818,-0.62616448393372,-0.221796631151358,-1.30102999566398,-0.254205782631232
-0.451284030047251,-1.30102999566398,0.481235027670065,0.414973347970818,-0.915609453308877,-0.233317690919178,-1.30102999566398,-0.189463688872236
-0.451284030047251,-1.30102999566398,0.489513897096666,0.414973347970818,-1.19954701875905,-0.221796631151358,-1.30102999566398,-0.153091853821397
-0.271593048419572,-1.30102999566398,0.458584655996995,0.414973347970818,-0.56011158698719,-0.198045834943732,-1.30102999566398,-0.174149722536389
-0.271593048419572,-1.30102999566398,0.475282319797487,0.414973347970818,-0.788676364490912,-0.198045834943732,-1.30102999566398,-0.147298803283663
-0.416358139566591,-1.30102999566398,0.477121254719662,0.414973347970818,-0.823908740944319,-0.221848749616356,-1.30102999566398,-0.168514396938515
-0.416358139566591,-1.30102999566398,0.476724457540937,0.414973347970818,-0.816047992736277,-0.210110346345112,-1.30102999566398,-0.235959128610674
-0.409561014711607,-1.30102999566398,0.467181264575265,0.414973347970818,-0.661776231691019,-0.182478057717082,-1.30102999566398,-0.222957560545584
-0.273253698956953,-1.30102999566398,0.475860602217918,0.414973347970818,-0.799434971561118,-0.185636576961912,-1.30102999566398,-0.161402679022674
-0.273253698956953,-1.30102999566398,0.464130846010994,0.414973347970818,-0.622683188451262,-0.185636576961912,-1.30102999566398,-0.203290356584738
-0.442756906060495,-1.30102999566398,0.453318340047038,0.414973347970818,-0.508638306165727,0.170261715394957,-1.30102999566398,-0.0747512457113608
-0.30488080829522,-1.30102999566398,0.447158031342219,0.414973347970818,-0.455931955649724,0,-1.30102999566398,-0.118970491371064
